Epoch,Epochs,Train Loss,Val Loss,Val IoU,Val DICE,Dur,Dur/Epoch
1,100,0.67830724,0.77155858,0.10725261,0.19372744,15.280006,0
10,100,0.44692114,0.67927217,0.24189341,0.38955584,85.531914,9.5035
11,100,0.43655437,0.61645681,0.28168181,0.4395503,93.943915,9.3944
12,100,0.42241782,0.56490171,0.31233529,0.47599923,102.251198,9.2956
13,100,0.40856051,0.53170055,0.33192791,0.49841723,110.283387,9.1903
14,100,0.39638385,0.50727338,0.34283799,0.51061706,118.505297,9.1158
15,100,0.38753849,0.48348942,0.36432359,0.53407211,126.465333,9.0332
16,100,0.37815097,0.46001819,0.38449288,0.55542775,134.296408,8.9531
17,100,0.36410737,0.4410992,0.403317,0.57480526,141.831642,8.8645
18,100,0.35718036,0.41955221,0.42435173,0.59585245,149.414322,8.7891
19,100,0.34660178,0.39653495,0.44679619,0.61763529,157.016325,8.7231
20,100,0.3401823,0.37382123,0.46302505,0.63296941,164.598486,8.6631
21,100,0.33273149,0.35635382,0.47031739,0.63974948,172.254208,8.6127
22,100,0.32816967,0.34353307,0.47572046,0.64472977,179.810905,8.5624
23,100,0.32056752,0.33504394,0.47805392,0.6468694,187.436044,8.5198
24,100,0.31413412,0.33121455,0.47607791,0.64505797,195.187211,8.4864
25,100,0.30669436,0.33119988,0.47291257,0.64214616,202.792015,8.4497
26,100,0.30264881,0.33057883,0.46939709,0.63889753,210.483292,8.4193
27,100,0.29427761,0.32965872,0.46755972,0.63719345,218.091553,8.3881
28,100,0.29021677,0.32472503,0.46610593,0.63584209,225.547238,8.3536
29,100,0.28345588,0.31461379,0.46473519,0.63456548,233.085305,8.3245
30,100,0.27907547,0.30244499,0.46286073,0.63281585,240.511302,8.2935
31,100,0.27444407,0.28851762,0.4560906,0.6264591,248.061846,8.2687
32,100,0.26946846,0.27496344,0.44995397,0.62064587,255.841934,8.253
33,100,0.26401806,0.26258668,0.4445322,0.61546873,263.536172,8.2355
34,100,0.25984201,0.25236568,0.44413512,0.61508803,272.217461,8.249
35,100,0.25416771,0.24496485,0.4456764,0.61656454,280.151103,8.2397
36,100,0.25173986,0.23939471,0.44789215,0.61868165,287.772063,8.2221
37,100,0.24764475,0.23572658,0.44740488,0.61821662,298.508086,8.2919
38,100,0.24416922,0.23368791,0.44191793,0.61295851,307.64415,8.3147
39,100,0.23908754,0.23190917,0.43683442,0.60805116,315.217172,8.2952
40,100,0.23641631,0.23005988,0.42474259,0.59623765,322.777259,8.2763
41,100,0.23339495,0.22812529,0.41568711,0.58725845,331.723341,8.2931
42,100,0.22924875,0.22564679,0.41773694,0.58930106,339.853152,8.2891
43,100,0.22575149,0.2228599,0.43062746,0.60201202,347.625464,8.2768
44,100,0.22297736,0.22026238,0.4451552,0.6160656,355.359132,8.2642
45,100,0.21922134,0.2175318,0.46820887,0.63779599,362.822232,8.246
46,100,0.21701229,0.21479994,0.49656048,0.66360229,370.530311,8.234
47,100,0.21448186,0.21185279,0.51935363,0.68365075,378.172274,8.2211
48,100,0.21054181,0.20892355,0.53251272,0.69495374,385.886411,8.2103
49,100,0.20794635,0.20618308,0.54131938,0.7024104,393.711566,8.2023
50,100,0.20490043,0.20355184,0.54131797,0.70240921,401.357469,8.191
51,100,0.20220563,0.20147493,0.53841366,0.69995954,409.515206,8.1903
52,100,0.20008309,0.19963801,0.53608442,0.69798823,417.29615,8.1823
53,100,0.1974564,0.19800279,0.53580228,0.69774904,424.904414,8.1712
54,100,0.19433527,0.19645448,0.53270477,0.69511726,432.830217,8.1666
55,100,0.1924005,0.19499131,0.53261139,0.69503775,441.597959,8.1777
56,100,0.19000027,0.19294775,0.53839246,0.69994163,449.814189,8.1784
57,100,0.18838593,0.19048883,0.54647104,0.70673298,457.986017,8.1783
58,100,0.18557537,0.18793079,0.55712504,0.71558163,466.081087,8.1769
59,100,0.18274854,0.18553077,0.56939625,0.72562458,474.300979,8.1776
60,100,0.18117385,0.18325719,0.58150605,0.73538264,482.512918,8.1782
61,100,0.17889391,0.18166578,0.5862831,0.73919101,490.868128,8.1811
62,100,0.17582156,0.17996086,0.58964974,0.74186121,499.141849,8.1827
63,100,0.17589387,0.17780884,0.5921721,0.74385439,507.32801,8.1827
64,100,0.17240787,0.17582232,0.58908062,0.74141062,515.760824,8.1867
65,100,0.17088464,0.17375004,0.58607236,0.73902348,524.290185,8.192
66,100,0.16945024,0.17187876,0.58194811,0.73573603,532.661691,8.1948
67,100,0.16806936,0.17010103,0.57426028,0.72956205,541.398018,8.203
68,100,0.16594896,0.16842219,0.56887794,0.72520357,550.674931,8.219
69,100,0.16413674,0.16619694,0.57872692,0.73315646,559.209291,8.2237
70,100,0.16315335,0.16412143,0.58934655,0.74162121,567.383077,8.2229
71,100,0.16189748,0.16222012,0.59922201,0.7493919,574.976857,8.214
72,100,0.15936577,0.16048862,0.60571461,0.75444865,582.545761,8.2049
73,100,0.15814447,0.1593173,0.59561999,0.74656873,590.731734,8.2046
74,100,0.15611921,0.15850557,0.5750929,0.73023363,598.681269,8.2011
75,100,0.15422307,0.15761299,0.56085705,0.71865268,606.671698,8.1983
76,100,0.15276335,0.15670682,0.55373413,0.71277849,614.950817,8.1993
77,100,0.15245205,0.15527236,0.54947976,0.7092442,622.968063,8.1969
78,100,0.15064836,0.15315939,0.55572628,0.7144268,630.658062,8.1904
79,100,0.14917149,0.1508494,0.58350151,0.73697626,638.557471,8.1866
80,100,0.14802851,0.14904951,0.60275182,0.75214617,646.191372,8.1796
81,100,0.14717595,0.14737912,0.61906947,0.76472255,653.951596,8.1744
82,100,0.14531916,0.1460163,0.63427431,0.77621524,661.636879,8.1684
83,100,0.14417455,0.14489032,0.64694109,0.78562748,669.41251,8.1636
84,100,0.14312914,0.14416364,0.65277098,0.78991099,677.426476,8.1618
85,100,0.1420268,0.14317892,0.65893965,0.79441063,685.738621,8.1636
86,100,0.14054297,0.14256041,0.65718591,0.7931348,694.002531,8.1647
