Epoch,Epochs,Train Loss,Val Loss,Val IoU,Val DICE,Dur,Dur/Epoch
1,150,0.48786464,0.56735575,0.0,0.0,22.263946,0
6,150,0.35694936,0.52822131,0.0,0.0,104.531518,20.9063
7,150,0.34374297,0.48299554,3.942e-05,7.883e-05,121.24425,20.2074
8,150,0.33139461,0.44037643,0.00015764,0.00031523,138.033381,19.7191
9,150,0.31851354,0.41651329,0.00539455,0.01073121,155.67551,19.4594
10,150,0.30819815,0.38870168,0.04154924,0.07978354,172.034092,19.1149
11,150,0.29500026,0.36794078,0.17707144,0.30086779,188.462078,18.8462
12,150,0.28462905,0.34685436,0.33343199,0.50011098,205.076505,18.6433
13,150,0.27193147,0.31396762,0.43912527,0.61026691,222.039934,18.5033
14,150,0.26155654,0.28438929,0.46862564,0.63818256,238.793537,18.3687
15,150,0.24919432,0.26514286,0.47520484,0.64425608,256.234273,18.3024
16,150,0.23952259,0.25662395,0.4620765,0.63208252,276.276528,18.4184
17,150,0.22764215,0.25469446,0.43665735,0.6078796,295.438465,18.4649
19,150,0.21133044,0.24163108,0.47436336,0.6434823,331.141736,18.3968
20,150,0.20128836,0.22909768,0.50999657,0.67549368,350.380748,18.4411
21,150,0.19249326,0.22411391,0.53241537,0.69487083,367.991573,18.3996
26,150,0.16386303,0.22008388,0.53927618,0.700688,460.947029,18.4379
27,150,0.15804887,0.21180527,0.56754915,0.72412294,480.813046,18.4928
28,150,0.15450032,0.20283964,0.59773726,0.74822973,500.276663,18.5288
29,150,0.14944072,0.19960509,0.6079152,0.75615331,520.345727,18.5838
30,150,0.14770535,0.19233261,0.62031522,0.76567228,540.389475,18.6341
31,150,0.14400931,0.18326095,0.63391709,0.77594768,560.871644,18.6957
32,150,0.1398188,0.17421389,0.64746871,0.7860164,579.871657,18.7055
33,150,0.13570094,0.16593437,0.65846597,0.7940663,598.576627,18.7055
34,150,0.13429609,0.15975338,0.66512133,0.79888632,618.410614,18.7397
35,150,0.13109498,0.15526235,0.66761914,0.80068539,639.67371,18.8139
36,150,0.12921049,0.15178996,0.67181428,0.80369487,660.552682,18.8729
37,150,0.12665856,0.14743963,0.67052544,0.8027719,680.523571,18.9034
38,150,0.12449472,0.14404258,0.66426669,0.79826952,700.676721,18.9372
39,150,0.12263177,0.14052422,0.66376355,0.79790611,721.075095,18.9757
40,150,0.12053733,0.13675849,0.67473329,0.80578,740.973314,18.9993
41,150,0.11783721,0.13377281,0.67767895,0.8078768,760.800411,19.02
42,150,0.11526605,0.13116468,0.67551643,0.80633818,780.47133,19.0359
43,150,0.11361887,0.12935293,0.66447107,0.79841708,799.922467,19.0458
44,150,0.11175016,0.12701355,0.66121388,0.79606111,818.19468,19.0278
45,150,0.11065993,0.12490276,0.65871671,0.7942486,837.201886,19.0273
46,150,0.10795973,0.12319415,0.65421027,0.79096386,856.461489,19.0325
47,150,0.10629921,0.12028714,0.67277574,0.80438247,875.635577,19.0356
48,150,0.1048907,0.11749158,0.6966454,0.8212033,895.125863,19.0452
49,150,0.10241583,0.1155958,0.70699931,0.82835336,914.955866,19.0616
50,150,0.10333867,0.11387904,0.70557039,0.82737176,934.343306,19.0682
51,150,0.10152647,0.11240036,0.69358101,0.81907037,953.688945,19.0738
52,150,0.09910845,0.1114469,0.67922653,0.80897546,972.373319,19.0661
53,150,0.09810024,0.11045059,0.6780173,0.80811717,990.855281,19.0549
54,150,0.09654654,0.11008904,0.67305322,0.80458077,1009.274909,19.0429
55,150,0.09574831,0.10959025,0.66815388,0.80106984,1027.851189,19.0343
56,150,0.09419343,0.10854241,0.67180877,0.80369092,1046.811977,19.0329
57,150,0.09325228,0.1073039,0.67093256,0.8030636,1067.881822,19.0693
58,150,0.09265421,0.10614625,0.67005397,0.80243391,1088.333424,19.0936
59,150,0.09073754,0.10501796,0.6744519,0.80557931,1107.806465,19.1001
60,150,0.09008201,0.10413632,0.67601327,0.80669203,1128.472773,19.1267
61,150,0.08895382,0.10319936,0.67920174,0.80895788,1149.922608,19.1654
62,150,0.08828681,0.10174669,0.68972535,0.81637569,1169.569336,19.1733
63,150,0.08768836,0.10023845,0.69885431,0.82273601,1188.885055,19.1756
64,150,0.08526627,0.0992719,0.69783634,0.82203016,1208.782301,19.187
65,150,0.08501302,0.09829383,0.69039396,0.81684385,1229.431583,19.2099
66,150,0.08405529,0.09657627,0.69217294,0.81808771,1248.565376,19.2087
67,150,0.08323351,0.09408832,0.70717707,0.82847536,1269.153775,19.2296
68,150,0.08193213,0.09181979,0.72529897,0.84078062,1287.894739,19.2223
69,150,0.08120467,0.09059139,0.72348901,0.83956324,1308.1474,19.2375
70,150,0.08064706,0.09054279,0.70279168,0.8254582,1328.365116,19.2517
71,150,0.07941882,0.08983321,0.69443708,0.819667,1347.88838,19.2555
72,150,0.07895992,0.0880642,0.70636873,0.82792039,1367.276414,19.2574
73,150,0.0781277,0.08636878,0.72164136,0.83831787,1387.907485,19.2765
74,150,0.07748123,0.08576722,0.71552861,0.83417858,1407.978569,19.2874
77,150,0.07479267,0.08497355,0.69625664,0.82093314,1467.511194,19.3094
78,150,0.07393929,0.083705,0.7064793,0.82799633,1488.314022,19.3288
79,150,0.07284005,0.08188055,0.72745802,0.84222946,1508.187806,19.3357
80,150,0.07233597,0.08137472,0.72850079,0.84292792,1527.986365,19.3416
84,150,0.07019136,0.0809759,0.72318544,0.83935881,1618.054697,19.4946
85,150,0.06910367,0.08052538,0.72923223,0.84341735,1640.197531,19.5262
86,150,0.06817866,0.08017351,0.72685304,0.84182385,1662.62883,19.5603
88,150,0.06699622,0.07940264,0.70920086,0.82986251,1713.962991,19.7007
89,150,0.06617545,0.07729828,0.72866521,0.84303797,1740.320876,19.7764
90,150,0.0654923,0.07553197,0.74476933,0.85371667,1764.449249,19.8253
91,150,0.06561047,0.07426261,0.74646187,0.85482756,1784.404981,19.8267
92,150,0.0650617,0.07317032,0.74748943,0.85550094,1802.566099,19.8084
93,150,0.06399225,0.07231534,0.74869442,0.8562896,1820.20806,19.7849
94,150,0.06317783,0.0709923,0.76139595,0.86453696,1836.786527,19.7504
95,150,0.06276597,0.07001773,0.76709457,0.86819866,1854.102718,19.7245
96,150,0.06283932,0.06946886,0.76848285,0.86908714,1870.535388,19.6898
97,150,0.06193146,0.06912212,0.76528149,0.86703622,1887.165643,19.658
98,150,0.06070327,0.06862995,0.76248321,0.86523741,1905.69052,19.6463
99,150,0.0604329,0.06787483,0.76690431,0.86807679,1922.793467,19.6203
100,150,0.05989713,0.06662152,0.77874327,0.87561064,1943.340115,19.6297
101,150,0.05941148,0.06560457,0.78456366,0.87927786,1960.963673,19.6096
102,150,0.05939128,0.06513257,0.77894168,0.87573605,1978.095514,19.5851
103,150,0.05824137,0.06503942,0.76932027,0.8696224,1996.833439,19.5768
104,150,0.05871701,0.06426706,0.77412223,0.87268196,2013.805564,19.5515
105,150,0.05776652,0.06315305,0.78652501,0.88050825,2030.467622,19.5237
106,150,0.05726144,0.06228521,0.79260662,0.88430625,2047.154517,19.4967
107,150,0.05632449,0.06187113,0.78685307,0.88071379,2063.642322,19.4683
108,150,0.05641042,0.06185923,0.77520977,0.87337258,2081.253804,19.451
109,150,0.0556394,0.06122905,0.77669204,0.87431251,2098.020272,19.4261
110,150,0.05497804,0.06048749,0.78334621,0.87851277,2115.018149,19.4038
111,150,0.05487432,0.06016721,0.78249487,0.87797713,2131.731974,19.3794
120,150,0.0508377,0.0597355,0.75692546,0.86164778,2303.573248,19.3578
121,150,0.05079639,0.05882877,0.76567874,0.86729111,2324.950711,19.3746
122,150,0.04992101,0.05766434,0.77264754,0.87174413,2345.884245,19.3875
123,150,0.04959655,0.05674679,0.77661474,0.87426353,2366.937355,19.4011
124,150,0.04895732,0.05554168,0.7883473,0.88164899,2388.148681,19.4158
125,150,0.04930517,0.05416168,0.80608063,0.89262973,2409.102688,19.4282
126,150,0.04828909,0.05366747,0.81013705,0.89511129,2430.018011,19.4401
127,150,0.04822385,0.05360566,0.80382612,0.89124568,2450.95359,19.452
128,150,0.04844453,0.05358221,0.7970245,0.88704912,2471.924487,19.464
129,150,0.04802785,0.05285851,0.80291051,0.8906826,2492.945068,19.4761
136,150,0.04546764,0.05249469,0.77855137,0.87548933,2624.89035,19.4436
137,150,0.04530968,0.05182375,0.78488528,0.87947981,2647.689943,19.4683
139,150,0.04418731,0.05150906,0.78117048,0.87714286,2693.020194,19.5146
143,150,0.04329985,0.05113074,0.7797102,0.87622153,2782.665795,19.5962
144,150,0.04295754,0.0504073,0.79350878,0.88486746,2805.381069,19.618
145,150,0.04251149,0.05024373,0.79104645,0.88333438,2828.411788,19.6417
146,150,0.04246201,0.05021494,0.7810876,0.8770906,2851.83117,19.6678
148,150,0.0419642,0.04924878,0.78546089,0.87984105,2897.794904,19.7129
149,150,0.04158688,0.04866108,0.79580192,0.88629142,2920.146007,19.7307
150,150,0.04114341,0.04853218,0.79284334,0.88445356,2942.844516,19.7506
