Epocht	Train Loss	Val Loss	Val Accuracy	Dur	Dur/Epoch
1	250	0.7863525152206421	0.850616455078125	0.17279402911663055	2.3616392612457275	0
4	250	0.7078127861022949	0.8504748940467834	0.20139990746974945	7.8792314529418945	2.626410484313965
5	250	0.683554470539093	0.8446228504180908	0.23000556230545044	9.801266431808472	2.450316607952118
6	250	0.6585121154785156	0.8064538836479187	0.18938694894313812	11.631831169128418	2.3263662338256834
7	250	0.640550971031189	0.7982819080352783	0.18351003527641296	13.434714555740356	2.2391190926233926
8	250	0.6295777559280396	0.7367656230926514	0.1859527975320816	15.286819458007812	2.183831351143973
9	250	0.613176167011261	0.721011221408844	0.23170490562915802	17.146674633026123	2.1433343291282654
10	250	0.599629819393158	0.6975199580192566	0.251113623380661	18.99280309677124	2.1103114551968045
11	250	0.5872969031333923	0.6896058320999146	0.1974097192287445	20.83485507965088	2.083485507965088
12	250	0.578924298286438	0.6729608178138733	0.2060922235250473	22.682861804962158	2.062078345905651
13	250	0.5683923959732056	0.6642764806747437	0.17235952615737915	24.48978304862976	2.04081525405248
14	250	0.5625768899917603	0.6567128896713257	0.24009963870048523	26.30321216583252	2.0233240127563477
16	250	0.5494712591171265	0.6450695395469666	0.1887049376964569	29.861570596694946	1.9907713731129963
17	250	0.5450131297111511	0.6338403224945068	0.2525516748428345	31.819554805755615	1.988722175359726
18	250	0.5360572934150696	0.6221791505813599	0.2692742943763733	33.595062255859375	1.9761801326976103
20	250	0.5264095664024353	0.6201567053794861	0.2707279622554779	37.19292163848877	1.957522191499409
21	250	0.5161882042884827	0.5974321365356445	0.24818281829357147	38.949459075927734	1.9474729537963866
23	250	0.511099636554718	0.568987250328064	0.1204279288649559	42.46291732788086	1.9301326058127664
25	250	0.4999176561832428	0.5603750348091125	0.1748492270708084	46.013911962509155	1.9172463317712147
30	250	0.4812929928302765	0.5334669351577759	0.23972947895526886	54.81479811668396	1.8901654522994469
33	250	0.46799758076667786	0.5172772407531738	0.14872370660305023	60.05209946632385	1.8766281083226204
38	250	0.4508536756038666	0.4895707666873932	0.0393420048058033	68.71449446678162	1.8571484991022058
45	250	0.43238434195518494	0.4719608724117279	0.00441571744158864	80.89800715446472	1.8385910716923801
47	250	0.4249911308288574	0.46799466013908386	0.0021806054282933474	84.44942259788513	1.835857012997503
51	250	0.4167615473270416	0.45076870918273926	6.416838004952297e-05	91.33560848236084	1.8267121696472168
55	250	0.4075726270675659	0.44428128004074097	0.0003849608765449375	98.55087423324585	1.8250161895045527
58	250	0.4012155532836914	0.432533860206604	0.0003849608765449375	104.19724535942078	1.8280218484108908
62	250	0.39307281374931335	0.4301292896270752	0.0	111.35564494132996	1.8255023760873763
65	250	0.3871303200721741	0.41364753246307373	0.0	116.63043785095215	1.8223505914211273
67	250	0.382474809885025	0.40580397844314575	0.0	120.17624735832214	1.8208522327018506
70	250	0.3803456127643585	0.4043813943862915	0.0	125.52773928642273	1.8192425983539526
74	250	0.3717446029186249	0.4037960171699524	0.0	132.42561602592468	1.814049534601708
81	250	0.3605760633945465	0.40194928646087646	0.0	145.1591694355011	1.8144896179437637
85	250	0.35360077023506165	0.391379177570343	0.0	152.53945541381836	1.8159458977835519
86	250	0.35348454117774963	0.38348981738090515	0.0	154.41131711006165	1.8166037307066076
87	250	0.3496544659137726	0.3734204173088074	0.0	156.2977991104126	1.8174162687257278
91	250	0.3433266878128052	0.3677524924278259	0.0	163.75040531158447	1.8194489479064941
92	250	0.34408897161483765	0.36598655581474304	6.416838004952297e-05	165.7609157562256	1.8215485247936878
93	250	0.3443593382835388	0.3636361360549927	0.0	167.7217254638672	1.8230622333029043
96	250	0.33731433749198914	0.36178332567214966	0.0	173.2891879081726	1.8240967148228695
103	250	0.3265298008918762	0.3613783121109009	0.0	186.36488580703735	1.8271067235984055
104	250	0.3252924978733063	0.35931023955345154	0.0	188.74144291877747	1.832441193386189
105	250	0.3284010887145996	0.3521992564201355	0.0	191.46987128257751	1.8410564546401684
108	250	0.32158163189888	0.34750592708587646	6.416838004952297e-05	197.92185616493225	1.8497369735040396
109	250	0.3169260025024414	0.3451951742172241	6.416838004952297e-05	200.12694573402405	1.8530272753150374
110	250	0.31878700852394104	0.34269797801971436	0.00012833676009904593	202.06503653526306	1.8538076746354408
115	250	0.3125569224357605	0.33995139598846436	0.02168891206383705	211.56174564361572	1.8558047863475062
119	250	0.3079893887042999	0.33251243829727173	0.03567761927843094	218.803147315979	1.854263960304907
120	250	0.306447833776474	0.33024442195892334	0.01674794591963291	220.64777421951294	1.8541829766345626
121	250	0.3059951364994049	0.3293847441673279	0.008662731386721134	222.51636958122253	1.8543030798435212
126	250	0.2954033613204956	0.3211323022842407	0.04318531975150108	232.01757144927979	1.8561405715942383
129	250	0.2919267416000366	0.31393101811408997	0.07334445416927338	237.58105635643005	1.8561020027846098
130	250	0.2914399206638336	0.3110024333000183	0.1139630377292633	239.46972727775574	1.8563544750213623
133	250	0.28672346472740173	0.3056584298610687	0.23639629781246185	244.89867997169495	1.8552930300885981
134	250	0.28957727551460266	0.30372971296310425	0.18313655257225037	246.83353805541992	1.855891263574586
136	250	0.29341036081314087	0.30015334486961365	0.2502566874027252	250.7979278564453	1.8577624285662615
139	250	0.2830790877342224	0.299140065908432	0.2553409934043884	256.1901857852936	1.8564506216325622
141	250	0.2845235764980316	0.2976377606391907	0.18729548156261444	259.9015634059906	1.8564397386142186
154	250	0.27156907320022583	0.2933710813522339	0.06968685984611511	284.82554173469543	1.8616048479391858
155	250	0.26854121685028076	0.2902725636959076	0.07539784163236618	286.87275743484497	1.862810113213279
159	250	0.2711000442504883	0.28110483288764954	0.06089578941464424	294.26687121391296	1.8624485519867908
177	250	0.2500559389591217	0.2741832435131073	0.12063655257225037	327.5679986476898	1.8611818104982376
182	250	0.24539628624916077	0.26507535576820374	0.14078542590141296	337.1904902458191	1.8629308853360171
185	250	0.2419923096895218	0.2612455189228058	0.10254106670618057	343.33325147628784	1.86594158411026
188	250	0.24195538461208344	0.26099836826324463	0.10940708220005035	349.15047669410706	1.8671148486315885
190	250	0.23766928911209106	0.25723516941070557	0.1715220808982849	353.0821213722229	1.8681593723398038
196	250	0.23738490045070648	0.25719374418258667	0.12147074192762375	365.02411794662476	1.8719185535724348
209	250	0.22536708414554596	0.25425827503204346	0.05909907445311546	390.20278549194336	1.8759749302497277
214	250	0.2285248190164566	0.24915048480033875	0.06076745316386223	399.7686011791229	1.876847892859732
239	250	0.2110757976770401	0.2313205599784851	0.1994994878768921	446.83922147750854	1.8774757204937333
242	250	0.20493343472480774	0.22211408615112305	0.24530117213726044	452.4675123691559	1.8774585575483647
