Epocht	Train Loss	Val Loss	Val Accuracy	Dur	Dur/Epoch
1	250	0.8441491723060608	0.8340029716491699	0.16581204533576965	1.8603644371032715	0
2	250	0.7672691345214844	0.8219664096832275	0.1471605896949768	3.789782762527466	3.789782762527466
3	250	0.7095171809196472	0.7587429285049438	0.13057595491409302	5.672301530838013	2.8361507654190063
4	250	0.6764616966247559	0.7063333988189697	0.06283619999885559	7.5018675327301025	2.500622510910034
5	250	0.6768538355827332	0.7060514092445374	0.2257402092218399	9.31983757019043	2.3299593925476074
7	250	0.615418553352356	0.7004501819610596	0.06665945798158646	12.894880056381226	2.1491466760635376
10	250	0.5766457319259644	0.6978846788406372	0.13869492709636688	18.349751234054565	2.038861248228285
11	250	0.5632258057594299	0.6888333559036255	0.1461506336927414	20.184768438339233	2.0184768438339233
12	250	0.5528513789176941	0.6767047643661499	0.0010167767759412527	21.97979187965393	1.9981628981503574
14	250	0.536637544631958	0.6629126071929932	6.413133814930916e-05	25.50820255279541	1.9621694271381085
15	250	0.5215944647789001	0.6554526090621948	0.036183178424835205	27.306496620178223	1.9504640442984444
16	250	0.5092489719390869	0.6526308059692383	0.0007672634092159569	29.083693265914917	1.9389128843943277
17	250	0.5018098950386047	0.6427271366119385	0.00023850695288274437	30.928555250167847	1.9330347031354904
18	250	0.4899631440639496	0.6311873197555542	0.003195658791810274	32.72860026359558	1.9252117802115047
19	250	0.48224952816963196	0.6167824268341064	0.002574318088591099	34.52951216697693	1.9183062314987183
22	250	0.4703497588634491	0.5948106050491333	0.0027576477732509375	39.76353716850281	1.8935017699287051
25	250	0.45560190081596375	0.5866199135780334	0.0017312131822109222	45.19890236854553	1.883287598689397
26	250	0.44901084899902344	0.578833281993866	0.006002401001751423	47.03618001937866	1.8814472007751464
27	250	0.440823495388031	0.563274621963501	0.006509457249194384	48.84865474700928	1.8787944133465106
29	250	0.4267924129962921	0.5580744743347168	0.0006771730841137469	52.3782799243927	1.8706528544425964
31	250	0.4199540913105011	0.5394614934921265	0.0025935531593859196	55.915563106536865	1.8638521035512288
32	250	0.4144601821899414	0.5198662281036377	0.0005106274620629847	57.75371694564819	1.863023127278974
33	250	0.40751853585243225	0.47555169463157654	0.00910431519150734	59.588963747024536	1.8621551170945168
38	250	0.3877483904361725	0.4624203145503998	0.006787909660488367	68.43044114112854	1.8494713821926632
42	250	0.37145495414733887	0.4301132559776306	0.008468595333397388	75.64696216583252	1.845047857703232
47	250	0.37021103501319885	0.42328310012817383	0.00134753598831594	84.38737273216248	1.8345081028730974
51	250	0.3554632067680359	0.4015525281429291	0.0025025666691362858	91.38847851753235	1.827769570350647
59	250	0.337329626083374	0.3931158483028412	0.009176078252494335	105.72859811782837	1.822906864100489
60	250	0.340757817029953	0.3808129131793976	0.00654223607853055	107.55598211288452	1.8229827476760088
68	250	0.32067039608955383	0.38072893023490906	0.004683990962803364	121.58276176452637	1.814668086037707
69	250	0.3190280795097351	0.3735499382019043	0.009561087936162949	123.43453931808472	1.8152138135012459
73	250	0.31786996126174927	0.3488660454750061	0.0805954858660698	130.68498587608337	1.8150692482789357
87	250	0.2871665060520172	0.34796804189682007	0.017257971689105034	155.5120985507965	1.8082802157069362
90	250	0.294206827878952	0.32680463790893555	0.05159137398004532	161.12868118286133	1.8104346200321497
