Epoch,Epochs,Train Loss,Val Loss,Val IoU,Val DICE,Dur,Dur/Epoch
1,300,1.84677148,1.57891035,0.03755695,0.07239497,2.893857,0
43,300,1.25109196,1.52037501,0.24549939,0.39421842,120.296926,2.8642
44,300,1.24838376,1.47245932,0.27821994,0.43532404,123.495227,2.872
45,300,1.24448681,1.42375922,0.31629467,0.48058337,126.66293,2.8787
52,300,1.20223665,1.38777137,0.32538947,0.49100959,147.703197,2.8961
53,300,1.19531775,1.34101391,0.37906376,0.54974073,150.755252,2.8991
54,300,1.18980622,1.3112272,0.42696109,0.59842008,153.880407,2.9034
59,300,1.16386938,1.30955601,0.40696904,0.57850462,169.250613,2.9181
60,300,1.16252184,1.29316533,0.42877474,0.60019922,172.141838,2.9177
63,300,1.1501981,1.27150309,0.44737181,0.61818504,180.911142,2.9179
64,300,1.14779019,1.24226451,0.52361286,0.68733054,183.901678,2.9191
65,300,1.14375019,1.23529458,0.54418617,0.70481938,186.90533,2.9204
71,300,1.11696005,1.23294234,0.46696991,0.6366455,204.302713,2.9186
72,300,1.11572409,1.21719646,0.52436495,0.68797821,207.300496,2.9197
73,300,1.11077487,1.20949435,0.54326755,0.70404845,210.312002,2.921
74,300,1.10554373,1.20377278,0.55720091,0.71564418,213.301808,2.9219
75,300,1.10525227,1.19573414,0.59219486,0.74387234,216.303833,2.923
76,300,1.10516405,1.18978,0.60833812,0.7564804,219.272593,2.9236
77,300,1.09912539,1.18189454,0.63885128,0.77963305,222.155836,2.9231
78,300,1.09419203,1.1791749,0.63686609,0.77815294,225.248892,2.9253
79,300,1.08892226,1.17661595,0.62727588,0.77095211,228.296785,2.9269
80,300,1.0858674,1.1716814,0.63849598,0.7793684,231.400651,2.9291
81,300,1.08427691,1.16729712,0.64697272,0.78565079,234.49382,2.9312
82,300,1.08468473,1.16489565,0.63853031,0.77939397,237.877903,2.9368
83,300,1.08375466,1.16155899,0.64016104,0.78060752,240.900641,2.9378
