Epoch,Epochs,Train Loss,Val Loss,Val IoU,Val DICE,Dur,Dur/Epoch
1,100,1.55826783,1.25754237,0.10092093,0.18333911,12.148011,0
10,100,1.06005239,1.16947782,0.20132679,0.33517407,95.089557,10.5655
11,100,1.05080366,1.13741195,0.275545,0.43204277,104.166255,10.4166
12,100,1.0335747,1.12676144,0.27264907,0.42847487,113.379688,10.3072
13,100,1.02687097,1.11126351,0.28400167,0.44236963,122.295994,10.1913
14,100,1.00638402,1.09757113,0.27340684,0.42941004,131.574966,10.1212
15,100,1.00033307,1.08646631,0.2340012,0.37925603,140.618571,10.0442
16,100,0.98965168,1.07722354,0.21407465,0.35265483,149.579945,9.972
17,100,0.9859457,1.06376028,0.25506021,0.40645095,158.777923,9.9236
18,100,0.97470015,1.05055714,0.35264896,0.52141978,167.702906,9.8649
19,100,0.96134984,1.03857243,0.40814725,0.57969399,176.646572,9.8137
20,100,0.95686942,1.02807808,0.43898198,0.61012853,185.742945,9.7759
21,100,0.95247972,1.01691461,0.47053852,0.63995402,195.050188,9.7525
22,100,0.94853902,1.00751233,0.49521219,0.66239721,204.031381,9.7158
23,100,0.93990183,1.00028944,0.48664404,0.65468804,212.919972,9.6782
24,100,0.92679501,0.99523902,0.48245483,0.65088639,222.272979,9.664
25,100,0.92892027,0.99135917,0.48659225,0.65464118,231.203776,9.6335
26,100,0.91754973,0.98644096,0.48231188,0.65075627,239.951756,9.5981
27,100,0.917207,0.98105431,0.48156704,0.65007796,248.8057,9.5695
28,100,0.91218704,0.97412133,0.49270632,0.66015172,257.652897,9.5427
29,100,0.9076581,0.96508622,0.52036723,0.68452834,266.32006,9.5114
30,100,0.90395474,0.95449442,0.55914505,0.71724571,274.91445,9.4798
31,100,0.89875704,0.94748765,0.58346952,0.73695074,283.477248,9.4492
32,100,0.90160018,0.94250679,0.5997914,0.74983701,292.376781,9.4315
33,100,0.88765508,0.93674064,0.61485732,0.76150049,301.395644,9.4186
34,100,0.88288051,0.93212968,0.61043857,0.75810227,310.49683,9.409
35,100,0.87615061,0.92728877,0.6059998,0.75466983,319.817776,9.4064
36,100,0.87763065,0.92180508,0.60331887,0.7525875,328.418096,9.3834
37,100,0.87276649,0.91782463,0.61007405,0.75782111,337.0718,9.3631
38,100,0.8617357,0.91574544,0.60938117,0.75728632,345.703498,9.3433
39,100,0.87143439,0.91531897,0.59834573,0.74870627,354.610731,9.3319
40,100,0.86421549,0.91326964,0.601258,0.75098204,363.349042,9.3166
41,100,0.85970712,0.9110558,0.60601284,0.75467995,372.020553,9.3005
42,100,0.8589291,0.90553492,0.6314146,0.77407006,380.70661,9.2855
43,100,0.86013186,0.90238786,0.64069222,0.78100232,389.562528,9.2753
44,100,0.85096127,0.89774418,0.65357126,0.79049663,400.650075,9.3174
45,100,0.85500485,0.89555007,0.66026952,0.79537631,409.965523,9.3174
50,100,0.84230685,0.89294147,0.66429643,0.798291,454.663194,9.2788
51,100,0.83800644,0.89044189,0.66776842,0.80079274,463.489733,9.2698
57,100,0.82902873,0.8830983,0.6457968,0.78478315,517.796375,9.2464
66,100,0.79987502,0.88109463,0.61273492,0.75987059,599.23665,9.219
67,100,0.79676813,0.87054634,0.6486339,0.7868744,608.113879,9.2138
68,100,0.79534668,0.86270118,0.67806242,0.80814922,616.947603,9.2082
69,100,0.79400164,0.85693395,0.69607095,0.82080405,625.938699,9.205
70,100,0.79625279,0.8554644,0.7083116,0.8292534,634.989755,9.2028
71,100,0.78722441,0.85400218,0.71578215,0.83435085,643.855304,9.1979
72,100,0.79227906,0.85008729,0.72454093,0.84027108,653.237921,9.2005
73,100,0.78694713,0.84762847,0.728524,0.84294346,662.570022,9.2024
74,100,0.78508645,0.84685272,0.7271275,0.8420079,672.211854,9.2084
76,100,0.77398169,0.84530002,0.71560251,0.8342288,690.182403,9.2024
77,100,0.77251071,0.84325057,0.7125799,0.83217127,699.06185,9.1982
78,100,0.76374882,0.83986348,0.71701444,0.83518743,708.155702,9.1968
84,100,0.75172013,0.83584529,0.70056621,0.82392112,766.98231,9.2408
85,100,0.755023,0.8302055,0.71474933,0.83364877,776.099271,9.2393
86,100,0.75873923,0.82862794,0.72869027,0.84305475,785.201027,9.2377
89,100,0.7410081,0.82847244,0.71677221,0.83502308,812.441156,9.2323
90,100,0.73406541,0.82406127,0.72736748,0.84216878,821.3744,9.2289
91,100,0.72767216,0.82297993,0.72991641,0.84387478,830.227064,9.2247
96,100,0.7250821,0.81753707,0.70178849,0.82476582,875.100981,9.2116
97,100,0.71579862,0.81034857,0.7175271,0.83553511,884.005041,9.2084
98,100,0.70967209,0.80556166,0.72657917,0.84164014,893.188113,9.2081
99,100,0.71612245,0.80431545,0.72747162,0.84223858,902.359239,9.2077
