Epocht	Train Loss	Val Loss	Val Accuracy	Dur	Dur/Epoch
1	100	0.7062534689903259	1.1962183713912964	0.12561465799808502	1.4648387432098389	0
3	100	0.5300278663635254	0.9125198721885681	0.11488191038370132	3.8714163303375244	1.9357081651687622
4	100	0.48161861300468445	0.5132651925086975	0.03178580850362778	5.142496109008789	1.7141653696695964
12	100	0.2655044198036194	0.512582004070282	0.24365673959255219	14.500406980514526	1.3182188164104114
13	100	0.25224876403808594	0.457892507314682	0.18099939823150635	15.736331462860107	1.3113609552383423
14	100	0.2403353452682495	0.4524261951446533	0.12064248323440552	16.997713804244995	1.3075164464803843
15	100	0.22898350656032562	0.43823450803756714	0.13593432307243347	18.242854595184326	1.3030610425131661
16	100	0.21840530633926392	0.41714048385620117	0.23011963069438934	19.47337579727173	1.2982250531514485
17	100	0.2088654488325119	0.4102341830730438	0.34957849979400635	20.689902544021606	1.2931189090013504
18	100	0.1996000111103058	0.4037807285785675	0.4268207252025604	21.937418222427368	1.2904363660251392
19	100	0.19080650806427002	0.3917357623577118	0.5082659125328064	23.145092725753784	1.2858384847640991
20	100	0.18248111009597778	0.37351906299591064	0.5680562257766724	24.34760570526123	1.2814529318558543
21	100	0.17430855333805084	0.3510381579399109	0.6030710935592651	25.78485369682312	1.289242684841156
22	100	0.1666116714477539	0.32134824991226196	0.6281198263168335	26.980618238449097	1.2847913446880521
23	100	0.15924698114395142	0.2931542694568634	0.6410622596740723	28.149126529693604	1.2795057513497092
24	100	0.1522654891014099	0.26851901412010193	0.6448606252670288	29.357030630111694	1.2763926360918127
25	100	0.1455431431531906	0.24646970629692078	0.6559877991676331	30.574541330337524	1.2739392220973969
26	100	0.13909052312374115	0.22885484993457794	0.6667801141738892	31.754531860351562	1.2701812744140626
27	100	0.13356705009937286	0.2169874906539917	0.6654947400093079	32.94604849815369	1.2671557114674494
28	100	0.1283707320690155	0.20920203626155853	0.6582190990447998	34.16178798675537	1.2652514069168657
29	100	0.1235165223479271	0.20085085928440094	0.6634871363639832	35.38982820510864	1.2639224358967371
30	100	0.11891929060220718	0.19173185527324677	0.6788967251777649	36.61134123802185	1.2624600426904087
31	100	0.11486760526895523	0.18323948979377747	0.6886278390884399	37.808687686920166	1.2602895895640056
32	100	0.11102621257305145	0.17489852011203766	0.6907384991645813	39.02220916748047	1.2587809408864667
33	100	0.10736420005559921	0.16804072260856628	0.6842837333679199	40.242873430252075	1.2575897946953773
34	100	0.1037539392709732	0.1653631329536438	0.669141411781311	41.460386753082275	1.2563753561540083
35	100	0.1003587394952774	0.16339989006519318	0.6590232849121094	42.69663882255554	1.2557834947810453
36	100	0.09713038802146912	0.15859355032444	0.6637477874755859	43.941938161849976	1.2554839474814279
37	100	0.09412290900945663	0.155564084649086	0.6603723764419556	45.18147397041321	1.2550409436225891
38	100	0.09118282794952393	0.15523657202720642	0.6498900055885315	46.46878743171692	1.255913173830187
39	100	0.08842473477125168	0.15332338213920593	0.6491027474403381	47.917312145233154	1.2609818985587673
40	100	0.08569083362817764	0.15291401743888855	0.6460441946983337	49.145384550094604	1.260138065387041
41	100	0.08311015367507935	0.15202102065086365	0.6434920430183411	50.425896644592285	1.2606474161148071
42	100	0.08062510937452316	0.1503114104270935	0.6422656774520874	51.6886830329895	1.2606995861704757
43	100	0.07826133072376251	0.14972542226314545	0.6390162110328674	52.90523934364319	1.2596485558010282
44	100	0.0759664848446846	0.1469164937734604	0.6479071378707886	54.16127371788025	1.2595645050669826
45	100	0.07377704977989197	0.14583340287208557	0.6483873724937439	55.39638042449951	1.2590086460113525
48	100	0.06772921979427338	0.14554326236248016	0.6414346098899841	58.95505928993225	1.2543629636155798
50	100	0.06411957740783691	0.1432083398103714	0.6402331590652466	61.32013750076294	1.2514313775665906
52	100	0.06185092777013779	0.13270168006420135	0.6688665747642517	63.7551691532135	1.2501013559453629
66	100	0.0428423136472702	0.12931111454963684	0.6708760261535645	80.381587266922	1.2366398041064923
70	100	0.03921113163232803	0.12491035461425781	0.6837742328643799	85.14150547981262	1.2339348620262698
77	100	0.03409994766116142	0.12285277247428894	0.6852554678916931	93.5628559589386	1.2310902099860341
84	100	0.030488215386867523	0.1202782392501831	0.6942518353462219	102.13702511787415	1.2305665676852307
86	100	0.03015897236764431	0.1192641332745552	0.6948291063308716	104.61607217788696	1.2307773197398466
89	100	0.027935905382037163	0.11761816591024399	0.6990256905555725	108.60945796966553	1.2341983860189265
